A01_000000.jpg,A01.png,beach.jpg,apple,1,0,448,28,1024,1024
A01_000001.jpg,A01.png,bowl.jpg,apple,1,0,448,28,1024,1024
A01_000002.jpg,A01.png,grass.jpg,apple,1,0,448,28,1024,1024
A01_000003.jpg,A01.png,plate.jpg,apple,1,0,448,28,1024,1024
A01_000004.jpg,A01.png,room1.jpg,apple,1,0,448,28,1024,1024
A01_000005.jpg,A01.png,room2.jpg,apple,1,0,448,28,1024,1024
A01_000006.jpg,A01.png,street1.jpg,apple,1,0,448,28,1024,1024
A01_000007.jpg,A01.png,street2.jpg,apple,1,0,448,28,1024,1024
A01_000008.jpg,A01.png,beach.jpg,apple,0.25,0,832,412,256,256
A01_000009.jpg,A01.png,beach.jpg,apple,0.25,1,0,0,256,256
A01_000010.jpg,A01.png,beach.jpg,apple,0.25,2,1664,824,256,256
A01_000011.jpg,A01.png,beach.jpg,apple,0.25,3,0,412,256,256
A01_000012.jpg,A01.png,beach.jpg,apple,0.25,4,832,824,256,256
A01_000013.jpg,A01.png,beach.jpg,apple,0.25,5,464,379,256,256
A01_000014.jpg,A01.png,bowl.jpg,apple,0.25,0,832,412,256,256
A01_000015.jpg,A01.png,bowl.jpg,apple,0.25,1,0,0,256,256
A01_000016.jpg,A01.png,bowl.jpg,apple,0.25,2,1664,824,256,256
A01_000017.jpg,A01.png,bowl.jpg,apple,0.25,3,0,412,256,256
A01_000018.jpg,A01.png,bowl.jpg,apple,0.25,4,832,824,256,256
A01_000019.jpg,A01.png,bowl.jpg,apple,0.25,5,464,379,256,256
A01_000020.jpg,A01.png,grass.jpg,apple,0.25,0,832,412,256,256
A01_000021.jpg,A01.png,grass.jpg,apple,0.25,1,0,0,256,256
A01_000022.jpg,A01.png,grass.jpg,apple,0.25,2,1664,824,256,256
A01_000023.jpg,A01.png,grass.jpg,apple,0.25,3,0,412,256,256
A01_000024.jpg,A01.png,grass.jpg,apple,0.25,4,832,824,256,256
A01_000025.jpg,A01.png,grass.jpg,apple,0.25,5,464,379,256,256
A01_000026.jpg,A01.png,plate.jpg,apple,0.25,0,832,412,256,256
A01_000027.jpg,A01.png,plate.jpg,apple,0.25,1,0,0,256,256
A01_000028.jpg,A01.png,plate.jpg,apple,0.25,2,1664,824,256,256
A01_000029.jpg,A01.png,plate.jpg,apple,0.25,3,0,412,256,256
A01_000030.jpg,A01.png,plate.jpg,apple,0.25,4,832,824,256,256
A01_000031.jpg,A01.png,plate.jpg,apple,0.25,5,464,379,256,256
A01_000032.jpg,A01.png,room1.jpg,apple,0.25,0,832,412,256,256
A01_000033.jpg,A01.png,room1.jpg,apple,0.25,1,0,0,256,256
A01_000034.jpg,A01.png,room1.jpg,apple,0.25,2,1664,824,256,256
A01_000035.jpg,A01.png,room1.jpg,apple,0.25,3,0,412,256,256
A01_000036.jpg,A01.png,room1.jpg,apple,0.25,4,832,824,256,256
A01_000037.jpg,A01.png,room1.jpg,apple,0.25,5,464,379,256,256
A01_000038.jpg,A01.png,room2.jpg,apple,0.25,0,832,412,256,256
A01_000039.jpg,A01.png,room2.jpg,apple,0.25,1,0,0,256,256
A01_000040.jpg,A01.png,room2.jpg,apple,0.25,2,1664,824,256,256
A01_000041.jpg,A01.png,room2.jpg,apple,0.25,3,0,412,256,256
A01_000042.jpg,A01.png,room2.jpg,apple,0.25,4,832,824,256,256
A01_000043.jpg,A01.png,room2.jpg,apple,0.25,5,464,379,256,256
A01_000044.jpg,A01.png,street1.jpg,apple,0.25,0,832,412,256,256
A01_000045.jpg,A01.png,street1.jpg,apple,0.25,1,0,0,256,256
A01_000046.jpg,A01.png,street1.jpg,apple,0.25,2,1664,824,256,256
A01_000047.jpg,A01.png,street1.jpg,apple,0.25,3,0,412,256,256
A01_000048.jpg,A01.png,street1.jpg,apple,0.25,4,832,824,256,256
A01_000049.jpg,A01.png,street1.jpg,apple,0.25,5,464,379,256,256
A01_000050.jpg,A01.png,street2.jpg,apple,0.25,0,832,412,256,256
A01_000051.jpg,A01.png,street2.jpg,apple,0.25,1,0,0,256,256
A01_000052.jpg,A01.png,street2.jpg,apple,0.25,2,1664,824,256,256
A01_000053.jpg,A01.png,street2.jpg,apple,0.25,3,0,412,256,256
A01_000054.jpg,A01.png,street2.jpg,apple,0.25,4,832,824,256,256
A01_000055.jpg,A01.png,street2.jpg,apple,0.25,5,464,379,256,256
A01_000056.jpg,A01.png,beach.jpg,apple,0.1875,0,864,444,192,192
A01_000057.jpg,A01.png,beach.jpg,apple,0.1875,1,0,0,192,192
A01_000058.jpg,A01.png,beach.jpg,apple,0.1875,2,1728,888,192,192
A01_000059.jpg,A01.png,beach.jpg,apple,0.1875,3,0,444,192,192
A01_000060.jpg,A01.png,beach.jpg,apple,0.1875,4,864,888,192,192
A01_000061.jpg,A01.png,beach.jpg,apple,0.1875,5,1146,11,192,192
A01_000062.jpg,A01.png,bowl.jpg,apple,0.1875,0,864,444,192,192
A01_000063.jpg,A01.png,bowl.jpg,apple,0.1875,1,0,0,192,192
A01_000064.jpg,A01.png,bowl.jpg,apple,0.1875,2,1728,888,192,192
A01_000065.jpg,A01.png,bowl.jpg,apple,0.1875,3,0,444,192,192
A01_000066.jpg,A01.png,bowl.jpg,apple,0.1875,4,864,888,192,192
A01_000067.jpg,A01.png,bowl.jpg,apple,0.1875,5,1146,11,192,192
A01_000068.jpg,A01.png,grass.jpg,apple,0.1875,0,864,444,192,192
A01_000069.jpg,A01.png,grass.jpg,apple,0.1875,1,0,0,192,192
A01_000070.jpg,A01.png,grass.jpg,apple,0.1875,2,1728,888,192,192
A01_000071.jpg,A01.png,grass.jpg,apple,0.1875,3,0,444,192,192
A01_000072.jpg,A01.png,grass.jpg,apple,0.1875,4,864,888,192,192
A01_000073.jpg,A01.png,grass.jpg,apple,0.1875,5,1146,11,192,192
A01_000074.jpg,A01.png,plate.jpg,apple,0.1875,0,864,444,192,192
A01_000075.jpg,A01.png,plate.jpg,apple,0.1875,1,0,0,192,192
A01_000076.jpg,A01.png,plate.jpg,apple,0.1875,2,1728,888,192,192
A01_000077.jpg,A01.png,plate.jpg,apple,0.1875,3,0,444,192,192
A01_000078.jpg,A01.png,plate.jpg,apple,0.1875,4,864,888,192,192
A01_000079.jpg,A01.png,plate.jpg,apple,0.1875,5,1146,11,192,192
A01_000080.jpg,A01.png,room1.jpg,apple,0.1875,0,864,444,192,192
A01_000081.jpg,A01.png,room1.jpg,apple,0.1875,1,0,0,192,192
A01_000082.jpg,A01.png,room1.jpg,apple,0.1875,2,1728,888,192,192
A01_000083.jpg,A01.png,room1.jpg,apple,0.1875,3,0,444,192,192
A01_000084.jpg,A01.png,room1.jpg,apple,0.1875,4,864,888,192,192
