A01_000001.jpg,apple,0.914555549621582,503,87,839,949
A01_000002.jpg,apple,0.9557294845581055,483,83,890,962
A01_000003.jpg,apple,0.9641883969306946,453,66,953,993
A01_000004.jpg,apple,0.9782806634902954,455,72,941,983
A01_000005.jpg,apple,0.7031965851783752,850,429,210,238
A01_000011.jpg,apple,0.854389488697052,834,417,234,265
A01_000012.jpg,apple,0.6802005171775818,19,8,225,249
A01_000013.jpg,apple,0.6108818054199219,1671,847,229,220
A01_000014.jpg,apple,0.541532039642334,27,430,207,231
A01_000015.jpg,apple,0.9968750476837158,857,839,194,226
A01_000016.jpg,apple,0.9879482984542847,1293,280,207,245
A01_000017.jpg,apple,0.9738749861717224,846,420,234,263
A01_000018.jpg,apple,0.7881118059158325,20,10,222,250
A01_000019.jpg,apple,0.9927687644958496,1674,835,226,236
A01_000020.jpg,apple,0.8695803284645081,21,419,215,261
A01_000021.jpg,apple,0.9970200657844543,850,842,208,222
A01_000022.jpg,apple,0.9905118346214294,1292,283,226,236
A01_000023.jpg,apple,0.9963607788085938,849,418,208,240
A01_000024.jpg,apple,0.9916967749595642,17,17,227,239
A01_000025.jpg,apple,0.9851195216178894,1669,826,235,251
A01_000026.jpg,apple,0.9899734854698181,19,416,220,260
A01_000027.jpg,apple,0.994798481464386,848,832,209,236
A01_000028.jpg,apple,0.9965360164642334,1292,281,225,238
A01_000029.jpg,apple,0.9948713779449463,850,421,205,234
A01_000030.jpg,apple,0.9873532056808472,15,13,231,242
A01_000031.jpg,apple,0.9909311532974243,1668,832,232,242
A01_000032.jpg,apple,0.9866195917129517,25,412,212,251
A01_000033.jpg,apple,0.9955151081085205,848,837,209,229
A01_000034.jpg,apple,0.9947879910469055,1294,284,222,232
A01_000037.jpg,apple,0.7203160524368286,1729,894,187,181
A01_000041.jpg,apple,0.7114837169647217,861,459,187,171
A01_000043.jpg,apple,0.7525692582130432,1723,894,194,182
A01_000045.jpg,apple,0.812299370765686,876,902,180,176
A01_000047.jpg,apple,0.6004735827445984,858,446,193,196
A01_000049.jpg,apple,0.9854656457901001,1728,890,192,186
A01_000051.jpg,apple,0.9838230609893799,854,887,201,191
A01_000052.jpg,apple,0.7653954029083252,1127,345,176,195
A01_000053.jpg,apple,0.9972305297851562,877,452,172,187
A01_000054.jpg,apple,0.6141443252563477,1,9,188,188
A01_000056.jpg,apple,0.9712547659873962,-1,452,190,188
A01_000057.jpg,apple,0.6557438373565674,879,891,176,188
A01_000058.jpg,apple,0.9856433868408203,1135,349,164,191
A01_000059.jpg,apple,0.9932838678359985,876,452,173,188
A01_000060.jpg,apple,0.8399421572685242,0,8,191,186
A01_000061.jpg,apple,0.9631792306900024,1723,890,193,187
A01_000062.jpg,apple,0.9303298592567444,-2,450,191,188
A01_000063.jpg,apple,0.9712537527084351,882,890,170,191
A01_000064.jpg,apple,0.9386810064315796,1135,348,163,191
A01_000079.jpg,apple,0.6249800324440002,1789,954,125,114
A01_000083.jpg,apple,0.9049975872039795,902,480,123,128
A01_000089.jpg,apple,0.90339195728302,902,478,123,129
A01_000092.jpg,apple,0.717207670211792,8,477,119,133
A01_000093.jpg,apple,0.5457164645195007,898,949,132,123
A01_000094.jpg,apple,0.7893561124801636,853,297,120,128
A01_000119.jpg,apple,0.5220004320144653,924,512,64,60
A02_000125.jpg,apple,0.5711139440536499,479,54,980,971
A02_000126.jpg,apple,0.9023034572601318,483,45,963,974
A02_000127.jpg,apple,0.9196491837501526,479,55,961,961
A02_000128.jpg,apple,0.9045639038085938,472,41,1004,998
A02_000129.jpg,apple,0.9482358694076538,483,37,976,998
